Date,Open,High,Low,Close,Volume,Adj Close
2017-03-10,97.010002,97.010002,97.010002,97.010002,000,97.010002
2017-03-09,96.480003,96.480003,96.480003,96.480003,000,96.480003
2017-03-08,96.379997,96.379997,96.379997,96.379997,000,96.379997
2017-03-07,96.709999,96.709999,96.709999,96.709999,000,96.709999
2017-03-06,96.849998,96.849998,96.849998,96.849998,000,96.849998
2017-03-03,97.220001,97.220001,97.220001,97.220001,000,97.220001
2017-03-02,97.389999,97.389999,97.389999,97.389999,000,97.389999
2017-03-01,97.699997,97.699997,97.699997,97.699997,000,97.699997
2017-02-28,97.010002,97.010002,97.010002,97.010002,000,97.010002
2017-02-27,97.160004,97.160004,97.160004,97.160004,000,97.160004
2017-02-24,97.510002,97.510002,97.510002,97.510002,000,97.510002
2017-02-23,97.300003,97.300003,97.300003,97.300003,000,97.300003
2017-02-22,96.760002,96.760002,96.760002,96.760002,000,96.760002
2017-02-21,96.900002,96.900002,96.900002,96.900002,000,96.900002
2017-02-17,96.25,96.25,96.25,96.25,000,96.25
2017-02-16,95.660004,95.660004,95.660004,95.660004,000,95.660004
2017-02-15,95.57,95.57,95.57,95.57,000,95.57
2017-02-14,94.629997,94.629997,94.629997,94.629997,000,94.629997
2017-02-13,94.650002,94.650002,94.650002,94.650002,000,94.650002
2017-02-10,94.830002,94.830002,94.830002,94.830002,000,94.830002
2017-02-09,94.610001,94.610001,94.610001,94.610001,000,94.610001
2017-02-08,94.410004,94.410004,94.410004,94.410004,000,94.410004
2017-02-07,94.040001,94.040001,94.040001,94.040001,000,94.040001
2017-02-06,93.559998,93.559998,93.559998,93.559998,000,93.559998
2017-02-03,93.849998,93.849998,93.849998,93.849998,000,93.849998
2017-02-02,93.089996,93.089996,93.089996,93.089996,000,93.089996
2017-02-01,92.07,92.07,92.07,92.07,000,92.07
2017-01-31,92.650002,92.650002,92.650002,92.650002,000,92.650002
2017-01-30,92.080002,92.080002,92.080002,92.080002,000,92.080002
2017-01-27,92.330002,92.330002,92.330002,92.330002,000,92.330002
2017-01-26,92.919998,92.919998,92.919998,92.919998,000,92.919998
2017-01-25,93.220001,93.220001,93.220001,93.220001,000,93.220001
2017-01-24,92.769997,92.769997,92.769997,92.769997,000,92.769997
2017-01-23,92.099998,92.099998,92.099998,92.099998,000,92.099998
2017-01-20,92.040001,92.040001,92.040001,92.040001,000,92.040001
2017-01-19,91.730003,91.730003,91.730003,91.730003,000,91.730003
2017-01-18,91.769997,91.769997,91.769997,91.769997,000,91.769997
2017-01-17,91.309998,91.309998,91.309998,91.309998,000,91.309998
2017-01-13,90.43,90.43,90.43,90.43,000,90.43
2017-01-12,90.18,90.18,90.18,90.18,000,90.18
2017-01-11,90.160004,90.160004,90.160004,90.160004,000,90.160004
2017-01-10,89.940002,89.940002,89.940002,89.940002,000,89.940002
2017-01-09,90.239998,90.239998,90.239998,90.239998,000,90.239998
2017-01-06,90.599998,90.599998,90.599998,90.599998,000,90.599998
2017-01-05,90.510002,90.510002,90.510002,90.510002,000,90.510002
2017-01-04,90.300003,90.300003,90.300003,90.300003,000,90.300003
2017-01-03,90.220001,90.220001,90.220001,90.220001,000,90.220001
2016-12-30,89.870003,89.870003,89.870003,89.870003,000,89.870003
2016-12-29,90.050003,90.050003,90.050003,90.050003,000,90.050003
2016-12-28,89.709999,89.709999,89.709999,89.709999,000,89.709999
2016-12-27,90.419998,90.419998,90.419998,90.419998,000,90.419998
2016-12-23,90.260002,90.260002,90.260002,90.260002,000,90.260002
2016-12-22,90.139999,90.139999,90.139999,90.139999,000,90.139999
2016-12-21,90.370003,90.370003,90.370003,90.370003,000,90.370003
2016-12-20,90.230003,90.230003,90.230003,90.230003,000,90.230003
2016-12-19,90.150002,90.150002,90.150002,90.150002,000,90.150002
2016-12-16,90.129997,90.129997,90.129997,90.129997,000,90.129997
2016-12-15,93.120003,93.120003,93.120003,93.120003,000,89.639001
2016-12-14,92.860001,92.860001,92.860001,92.860001,000,89.388719
2016-12-13,93.730003,93.730003,93.730003,93.730003,000,90.226199
2016-12-12,93.07,93.07,93.07,93.07,000,89.590867
2016-12-09,93.410004,93.410004,93.410004,93.410004,000,89.918161
2016-12-08,92.139999,92.139999,92.139999,92.139999,000,88.695632
2016-12-07,92.510002,92.510002,92.510002,92.510002,000,89.051804
2016-12-06,91.360001,91.360001,91.360001,91.360001,000,87.944791
2016-12-05,91.029999,91.029999,91.029999,91.029999,000,87.627126
2016-12-02,90.610001,90.610001,90.610001,90.610001,000,87.222828
2016-12-01,90.07,90.07,90.07,90.07,000,86.703013
2016-11-30,90.690002,90.690002,90.690002,90.690002,000,87.299839
2016-11-29,91.82,91.82,91.82,91.82,000,88.387595
2016-11-28,91.559998,91.559998,91.559998,91.559998,000,88.137312
2016-11-25,91.440002,91.440002,91.440002,91.440002,000,88.021803
2016-11-23,90.779999,90.779999,90.779999,90.779999,000,87.386471
2016-11-22,91.029999,91.029999,91.029999,91.029999,000,87.627126
2016-11-21,90.879997,90.879997,90.879997,90.879997,000,87.482731
2016-11-18,89.989998,89.989998,89.989998,89.989998,000,86.626002
2016-11-17,90.190002,90.190002,90.190002,90.190002,000,86.81853
2016-11-16,89.959999,89.959999,89.959999,89.959999,000,86.597125
2016-11-15,90.07,90.07,90.07,90.07,000,86.703013
2016-11-14,89.550003,89.550003,89.550003,89.550003,000,86.202455
2016-11-11,89.830002,89.830002,89.830002,89.830002,000,86.471987
2016-11-10,89.849998,89.849998,89.849998,89.849998,000,86.491236
2016-11-09,92.120003,92.120003,92.120003,92.120003,000,88.676383
2016-11-08,92.790001,92.790001,92.790001,92.790001,000,89.321336
2016-11-07,93.510002,93.510002,93.510002,93.510002,000,90.014422
2016-11-04,92.360001,92.360001,92.360001,92.360001,000,88.907409
2016-11-03,93.07,93.07,93.07,93.07,000,89.590867
2016-11-02,94.099998,94.099998,94.099998,94.099998,000,90.582363
2016-11-01,94.00,94.00,94.00,94.00,000,90.486103
2016-10-31,94.639999,94.639999,94.639999,94.639999,000,91.102178
2016-10-28,94.470001,94.470001,94.470001,94.470001,000,90.938534
2016-10-27,94.260002,94.260002,94.260002,94.260002,000,90.736385
2016-10-26,94.800003,94.800003,94.800003,94.800003,000,91.2562
2016-10-25,95.309998,95.309998,95.309998,95.309998,000,91.74713
2016-10-24,95.150002,95.150002,95.150002,95.150002,000,91.593115
2016-10-21,94.470001,94.470001,94.470001,94.470001,000,90.938534
2016-10-20,94.209999,94.209999,94.209999,94.209999,000,90.688252
2016-10-19,93.93,93.93,93.93,93.93,000,90.41872
2016-10-18,94.309998,94.309998,94.309998,94.309998,000,90.784512
2016-10-17,93.889999,93.889999,93.889999,93.889999,000,90.380214
2016-10-14,94.580002,94.580002,94.580002,94.580002,000,91.044423
2016-10-13,94.620003,94.620003,94.620003,94.620003,000,91.082928
2016-10-12,94.459999,94.459999,94.459999,94.459999,000,90.928906
2016-10-11,93.860001,93.860001,93.860001,93.860001,000,90.351337
2016-10-10,94.339996,94.339996,94.339996,94.339996,000,90.813389
2016-10-07,94.43,94.43,94.43,94.43,000,90.900029
2016-10-06,94.860001,94.860001,94.860001,94.860001,000,91.313955
2016-10-05,94.730003,94.730003,94.730003,94.730003,000,91.188817
2016-10-04,94.779999,94.779999,94.779999,94.779999,000,91.236944
2016-10-03,95.269997,95.269997,95.269997,95.269997,000,91.708624
2016-09-30,95.82,95.82,95.82,95.82,000,92.238067
2016-09-29,95.089996,95.089996,95.089996,95.089996,000,91.535353
2016-09-28,96.059998,96.059998,96.059998,96.059998,000,92.469094
2016-09-27,95.870003,95.870003,95.870003,95.870003,000,92.286201
2016-09-26,95.519997,95.519997,95.519997,95.519997,000,91.949279
2016-09-23,96.370003,96.370003,96.370003,96.370003,000,92.76751
2016-09-22,96.82,96.82,96.82,96.82,000,93.200685
2016-09-21,95.889999,95.889999,95.889999,95.889999,000,92.30545
2016-09-20,95.440002,95.440002,95.440002,95.440002,000,91.872275
2016-09-19,95.150002,95.150002,95.150002,95.150002,000,91.593115
2016-09-16,95.169998,95.169998,95.169998,95.169998,000,91.612364
2016-09-15,95.589996,95.589996,95.589996,95.589996,000,92.016662
2016-09-14,94.760002,94.760002,94.760002,94.760002,000,91.217694
2016-09-13,95.199997,95.199997,95.199997,95.199997,000,91.641241
2016-09-12,96.550003,96.550003,96.550003,96.550003,000,92.940782
2016-09-09,95.239998,95.239998,95.239998,95.239998,000,91.679747
2016-09-08,97.620003,97.620003,97.620003,97.620003,000,93.970783
2016-09-07,97.919998,97.919998,97.919998,97.919998,000,94.259564
2016-09-06,98.709999,98.709999,98.709999,98.709999,000,95.020033
2016-09-02,98.510002,98.510002,98.510002,98.510002,000,94.827512
2016-09-01,97.519997,97.519997,97.519997,97.519997,000,93.874515
2016-08-31,97.330002,97.330002,97.330002,97.330002,000,93.691623
2016-08-30,97.220001,97.220001,97.220001,97.220001,000,93.585734
2016-08-29,97.669998,97.669998,97.669998,97.669998,000,94.018909
2016-08-26,97.410004,97.410004,97.410004,97.410004,000,93.768634
2016-08-25,97.910004,97.910004,97.910004,97.910004,000,94.249943
2016-08-24,98.379997,98.379997,98.379997,98.379997,000,94.702367
2016-08-23,98.629997,98.629997,98.629997,98.629997,000,94.943022
2016-08-22,98.860001,98.860001,98.860001,98.860001,000,95.164427
2016-08-19,98.75,98.75,98.75,98.75,000,95.058539
2016-08-18,98.830002,98.830002,98.830002,98.830002,000,95.13555
2016-08-17,98.730003,98.730003,98.730003,98.730003,000,95.039289
2016-08-16,98.660004,98.660004,98.660004,98.660004,000,94.971907
2016-08-15,99.269997,99.269997,99.269997,99.269997,000,95.559097
2016-08-12,99.209999,99.209999,99.209999,99.209999,000,95.501342
2016-08-11,98.839996,98.839996,98.839996,98.839996,000,95.145171
2016-08-10,98.449997,98.449997,98.449997,98.449997,000,94.76975
2016-08-09,97.940002,97.940002,97.940002,97.940002,000,94.27882
2016-08-08,97.629997,97.629997,97.629997,97.629997,000,93.980404
2016-08-05,97.940002,97.940002,97.940002,97.940002,000,94.27882
2016-08-04,97.639999,97.639999,97.639999,97.639999,000,93.990032
2016-08-03,97.790001,97.790001,97.790001,97.790001,000,94.134426
2016-08-02,98.279999,98.279999,98.279999,98.279999,000,94.606107
2016-08-01,98.00,98.00,98.00,98.00,000,94.336575
2016-07-29,98.120003,98.120003,98.120003,98.120003,000,94.452092
2016-07-28,97.720001,97.720001,97.720001,97.720001,000,94.067043
2016-07-27,97.279999,97.279999,97.279999,97.279999,000,93.643489
2016-07-26,98.330002,98.330002,98.330002,98.330002,000,94.654241
2016-07-25,98.769997,98.769997,98.769997,98.769997,000,95.077788
2016-07-22,99.050003,99.050003,99.050003,99.050003,000,95.347327
2016-07-21,98.639999,98.639999,98.639999,98.639999,000,94.95265
2016-07-20,98.989998,98.989998,98.989998,98.989998,000,95.289565
2016-07-19,98.93,98.93,98.93,98.93,000,95.23181
2016-07-18,99.150002,99.150002,99.150002,99.150002,000,95.443587
2016-07-15,99.480003,99.480003,99.480003,99.480003,000,95.761253
2016-07-14,99.650002,99.650002,99.650002,99.650002,000,95.924896
2016-07-13,99.470001,99.470001,99.470001,99.470001,000,95.751625
2016-07-12,99.169998,99.169998,99.169998,99.169998,000,95.462836
2016-07-11,99.43,99.43,99.43,99.43,000,95.713119
2016-07-08,99.269997,99.269997,99.269997,99.269997,000,95.559097
2016-07-07,98.25,98.25,98.25,98.25,000,94.57723
2016-07-06,98.400002,98.400002,98.400002,98.400002,000,94.721624
2016-07-05,98.629997,98.629997,98.629997,98.629997,000,94.943022
2016-07-01,98.339996,98.339996,98.339996,98.339996,000,94.663862
2016-06-30,98.589996,98.589996,98.589996,98.589996,000,94.904516
2016-06-29,96.919998,96.919998,96.919998,96.919998,000,93.296946
2016-06-28,95.410004,95.410004,95.410004,95.410004,000,91.843398
2016-06-27,94.410004,94.410004,94.410004,94.410004,000,90.88078
2016-06-24,94.879997,94.879997,94.879997,94.879997,000,91.333204
2016-06-23,97.300003,97.300003,97.300003,97.300003,000,93.662745
2016-06-22,96.440002,96.440002,96.440002,96.440002,000,92.834893
2016-06-21,96.43,96.43,96.43,96.43,000,92.825265
2016-06-20,96.059998,96.059998,96.059998,96.059998,000,92.469094
2016-06-17,95.459999,95.459999,95.459999,95.459999,000,91.891524
2016-06-16,95.790001,95.790001,95.790001,95.790001,000,92.20919
2016-06-15,95.209999,95.209999,95.209999,95.209999,000,91.65087
2016-06-14,95.260002,95.260002,95.260002,95.260002,000,91.699003
2016-06-13,95.410004,95.410004,95.410004,95.410004,000,91.843398
2016-06-10,96.309998,96.309998,96.309998,96.309998,000,92.709748
2016-06-09,96.720001,96.720001,96.720001,96.720001,000,93.104425
2016-06-08,96.769997,96.769997,96.769997,96.769997,000,93.152552
2016-06-07,96.309998,96.309998,96.309998,96.309998,000,92.709748
2016-06-06,96.139999,96.139999,96.139999,96.139999,000,92.546105
2016-06-03,95.959999,95.959999,95.959999,95.959999,000,92.372833
2016-06-02,95.370003,95.370003,95.370003,95.370003,000,91.804892
2016-06-01,95.190002,95.190002,95.190002,95.190002,000,91.63162
2016-05-31,94.580002,94.580002,94.580002,94.580002,000,91.044423
2016-05-27,94.949997,94.949997,94.949997,94.949997,000,91.400587
2016-05-26,94.830002,94.830002,94.830002,94.830002,000,91.285077
2016-05-25,94.68,94.68,94.68,94.68,000,91.140683
2016-05-24,94.50,94.50,94.50,94.50,000,90.967412
2016-05-23,93.580002,93.580002,93.580002,93.580002,000,90.081805
2016-05-20,93.709999,93.709999,93.709999,93.709999,000,90.206942
2016-05-19,93.82,93.82,93.82,93.82,000,90.312831
2016-05-18,93.690002,93.690002,93.690002,93.690002,000,90.187693
2016-05-17,94.300003,94.300003,94.300003,94.300003,000,90.774891
2016-05-16,95.760002,95.760002,95.760002,95.760002,000,92.180313
2016-05-13,95.169998,95.169998,95.169998,95.169998,000,91.612364
2016-05-12,96.349998,96.349998,96.349998,96.349998,000,92.748254
2016-05-11,96.07,96.07,96.07,96.07,000,92.478722
2016-05-10,96.889999,96.889999,96.889999,96.889999,000,93.268068
2016-05-09,96.07,96.07,96.07,96.07,000,92.478722
2016-05-06,95.580002,95.580002,95.580002,95.580002,000,92.007041
2016-05-05,95.279999,95.279999,95.279999,95.279999,000,91.718253
2016-05-04,95.18,95.18,95.18,95.18,000,91.621992
2016-05-03,95.209999,95.209999,95.209999,95.209999,000,91.65087
