Date,Open,High,Low,Close,Volume,Adj Close
2017-03-10,24.049999,24.049999,24.049999,24.049999,000,24.049999
2017-03-09,23.870001,23.870001,23.870001,23.870001,000,23.870001
2017-03-08,23.91,23.91,23.91,23.91,000,23.91
2017-03-07,23.940001,23.940001,23.940001,23.940001,000,23.940001
2017-03-06,24.00,24.00,24.00,24.00,000,24.00
2017-03-03,24.07,24.07,24.07,24.07,000,24.07
2017-03-02,24.08,24.08,24.08,24.08,000,24.08
2017-03-01,24.25,24.25,24.25,24.25,000,24.25
2017-02-28,23.889999,23.889999,23.889999,23.889999,000,23.889999
2017-02-27,24.049999,24.049999,24.049999,24.049999,000,24.049999
2017-02-24,23.99,23.99,23.99,23.99,000,23.99
2017-02-23,23.959999,23.959999,23.959999,23.959999,000,23.959999
2017-02-22,24.01,24.01,24.01,24.01,000,24.01
2017-02-21,24.02,24.02,24.02,24.02,000,24.02
2017-02-17,23.879999,23.879999,23.879999,23.879999,000,23.879999
2017-02-16,23.90,23.90,23.90,23.90,000,23.90
2017-02-15,23.85,23.85,23.85,23.85,000,23.85
2017-02-14,23.700001,23.700001,23.700001,23.700001,000,23.700001
2017-02-13,23.68,23.68,23.68,23.68,000,23.68
2017-02-10,23.57,23.57,23.57,23.57,000,23.57
2017-02-09,23.48,23.48,23.48,23.48,000,23.48
2017-02-08,23.32,23.32,23.32,23.32,000,23.32
2017-02-07,23.299999,23.299999,23.299999,23.299999,000,23.299999
2017-02-06,23.280001,23.280001,23.280001,23.280001,000,23.280001
2017-02-03,23.35,23.35,23.35,23.35,000,23.35
2017-02-02,23.17,23.17,23.17,23.17,000,23.17
2017-02-01,23.17,23.17,23.17,23.17,000,23.17
2017-01-31,23.139999,23.139999,23.139999,23.139999,000,23.139999
2017-01-30,23.10,23.10,23.10,23.10,000,23.10
2017-01-27,23.26,23.26,23.26,23.26,000,23.26
2017-01-26,23.290001,23.290001,23.290001,23.290001,000,23.290001
2017-01-25,23.389999,23.389999,23.389999,23.389999,000,23.389999
2017-01-24,23.15,23.15,23.15,23.15,000,23.15
2017-01-23,22.90,22.90,22.90,22.90,000,22.90
2017-01-20,22.93,22.93,22.93,22.93,000,22.93
2017-01-19,22.85,22.85,22.85,22.85,000,22.85
2017-01-18,22.889999,22.889999,22.889999,22.889999,000,22.889999
2017-01-17,22.799999,22.799999,22.799999,22.799999,000,22.799999
2017-01-13,22.98,22.98,22.98,22.98,000,22.98
2017-01-12,22.85,22.85,22.85,22.85,000,22.85
2017-01-11,22.93,22.93,22.93,22.93,000,22.93
2017-01-10,22.77,22.77,22.77,22.77,000,22.77
2017-01-09,22.67,22.67,22.67,22.67,000,22.67
2017-01-06,22.799999,22.799999,22.799999,22.799999,000,22.799999
2017-01-05,22.780001,22.780001,22.780001,22.780001,000,22.780001
2017-01-04,22.92,22.92,22.92,22.92,000,22.92
2017-01-03,22.719999,22.719999,22.719999,22.719999,000,22.719999
2016-12-30,22.549999,22.549999,22.549999,22.549999,000,22.549999
2016-12-29,22.620001,22.620001,22.620001,22.620001,000,22.620001
2016-12-28,22.57,22.57,22.57,22.57,000,22.57
2016-12-27,22.799999,22.799999,22.799999,22.799999,000,22.799999
2016-12-23,22.709999,22.709999,22.709999,22.709999,000,22.709999
2016-12-22,22.67,22.67,22.67,22.67,000,22.67
2016-12-21,22.77,22.77,22.77,22.77,000,22.77
2016-12-20,22.780001,22.780001,22.780001,22.780001,000,22.780001
2016-12-19,22.66,22.66,22.66,22.66,000,22.66
2016-12-16,22.610001,22.610001,22.610001,22.610001,000,22.610001
2016-12-15,22.68,22.68,22.68,22.68,000,22.68
2016-12-14,22.59,22.59,22.59,22.59,000,22.59
2016-12-13,22.85,22.85,22.85,22.85,000,22.85
2016-12-12,22.85,22.85,22.85,22.85,000,22.85
2016-12-09,22.91,22.91,22.91,22.91,000,22.91
2016-12-08,22.83,22.83,22.83,22.83,000,22.83
2016-12-07,22.790001,22.790001,22.790001,22.790001,000,22.790001
2016-12-06,22.379999,22.379999,22.379999,22.379999,000,22.379999
2016-12-05,22.25,22.25,22.25,22.25,000,22.25
2016-12-02,22.059999,22.059999,22.059999,22.059999,000,22.059999
2016-12-01,22.360001,22.360001,22.360001,22.360001,000,22.109001
2016-11-30,22.32,22.32,22.32,22.32,000,22.069449
2016-11-29,22.41,22.41,22.41,22.41,000,22.158439
2016-11-28,22.43,22.43,22.43,22.43,000,22.178215
2016-11-25,22.629999,22.629999,22.629999,22.629999,000,22.375968
2016-11-23,22.48,22.48,22.48,22.48,000,22.227653
2016-11-22,22.27,22.27,22.27,22.27,000,22.020011
2016-11-21,22.190001,22.190001,22.190001,22.190001,000,21.940909
2016-11-18,22.02,22.02,22.02,22.02,000,21.772817
2016-11-17,22.059999,22.059999,22.059999,22.059999,000,21.812367
2016-11-16,21.99,21.99,21.99,21.99,000,21.743153
2016-11-15,22.059999,22.059999,22.059999,22.059999,000,21.812367
2016-11-14,21.93,21.93,21.93,21.93,000,21.683827
2016-11-11,21.85,21.85,21.85,21.85,000,21.604725
2016-11-10,21.76,21.76,21.76,21.76,000,21.515735
2016-11-09,21.549999,21.549999,21.549999,21.549999,000,21.308092
2016-11-08,21.26,21.26,21.26,21.26,000,21.021348
2016-11-07,21.200001,21.200001,21.200001,21.200001,000,20.962022
2016-11-04,20.780001,20.780001,20.780001,20.780001,000,20.546737
2016-11-03,20.700001,20.700001,20.700001,20.700001,000,20.467635
2016-11-02,20.74,20.74,20.74,20.74,000,20.507185
2016-11-01,20.83,20.83,20.83,20.83,000,20.596175
2016-10-31,21.040001,21.040001,21.040001,21.040001,000,20.803818
2016-10-28,20.940001,20.940001,20.940001,20.940001,000,20.704941
2016-10-27,20.85,20.85,20.85,20.85,000,20.615951
2016-10-26,20.889999,20.889999,20.889999,20.889999,000,20.655501
2016-10-25,20.879999,20.879999,20.879999,20.879999,000,20.645613
2016-10-24,21.040001,21.040001,21.040001,21.040001,000,20.803818
2016-10-21,20.940001,20.940001,20.940001,20.940001,000,20.704941
2016-10-20,20.93,20.93,20.93,20.93,000,20.695053
2016-10-19,21.02,21.02,21.02,21.02,000,20.784042
2016-10-18,20.92,20.92,20.92,20.92,000,20.685165
2016-10-17,20.91,20.91,20.91,20.91,000,20.675277
2016-10-14,20.950001,20.950001,20.950001,20.950001,000,20.714829
2016-10-13,20.92,20.92,20.92,20.92,000,20.685165
2016-10-12,21.07,21.07,21.07,21.07,000,20.83348
2016-10-11,21.00,21.00,21.00,21.00,000,20.764267
2016-10-10,21.299999,21.299999,21.299999,21.299999,000,21.060898
2016-10-07,21.24,21.24,21.24,21.24,000,21.001572
2016-10-06,21.629999,21.629999,21.629999,21.629999,000,21.387194
2016-10-05,21.60,21.60,21.60,21.60,000,21.357532
2016-10-04,21.370001,21.370001,21.370001,21.370001,000,21.130114
2016-10-03,21.49,21.49,21.49,21.49,000,21.248766
2016-09-30,21.549999,21.549999,21.549999,21.549999,000,21.308092
2016-09-29,21.280001,21.280001,21.280001,21.280001,000,21.041124
2016-09-28,21.43,21.43,21.43,21.43,000,21.18944
2016-09-27,21.190001,21.190001,21.190001,21.190001,000,20.952134
2016-09-26,21.110001,21.110001,21.110001,21.110001,000,20.873032
2016-09-23,21.190001,21.190001,21.190001,21.190001,000,20.952134
2016-09-22,21.389999,21.389999,21.389999,21.389999,000,21.149888
2016-09-21,21.110001,21.110001,21.110001,21.110001,000,20.873032
2016-09-20,20.889999,20.889999,20.889999,20.889999,000,20.655501
2016-09-19,20.92,20.92,20.92,20.92,000,20.685165
2016-09-16,20.83,20.83,20.83,20.83,000,20.596175
2016-09-15,20.84,20.84,20.84,20.84,000,20.606063
